UserID,Gender,Age,Occupation,ZipCode,RatingCount,AvgRating,StdRating,RatingRange,AgeGroup,Occupation_0,Occupation_1,Occupation_2,Occupation_3,Occupation_4,Occupation_5,Occupation_6,Occupation_7,Occupation_8,Occupation_9,Occupation_10,Occupation_11,Occupation_12,Occupation_13,Occupation_14,Occupation_15,Occupation_16,Occupation_17,Occupation_18,Occupation_19,Occupation_20,GenderMale
68,M,18,4,53706,72,3.75,1.2754452,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
69,F,25,1,02143,65,4.1538463,1.0492672,4.0,18-25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
70,M,18,4,53703,54,3.7037036,1.2228891,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
71,M,25,14,95008,29,3.7586207,0.7394579,3.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
72,F,45,0,55122,43,3.6976745,1.1656774,4.0,35-45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
73,M,18,4,53706,255,3.3647058,1.0519617,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
74,M,35,14,94530,43,4.0465117,1.0900741,4.0,25-35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
75,F,1,10,01748,175,4.0057144,1.0199006,4.0,<18,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
76,M,35,7,55413,87,4.172414,0.86544645,3.0,25-35,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
77,M,18,4,15321,39,2.9487178,1.2128417,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
78,F,45,1,98029,140,3.6571429,0.92737293,4.0,35-45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
79,F,45,0,98103,31,3.6451614,1.1415892,4.0,35-45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
80,M,56,1,49327,48,3.8958333,0.9280403,3.0,50+,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
81,F,25,0,60640,86,4.418605,1.0456084,4.0,18-25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
82,M,25,17,48380,118,4.016949,0.7951031,3.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
83,F,25,2,94609,99,3.5757575,1.3709145,4.0,18-25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
84,M,18,4,53140,31,3.8387096,1.4628004,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
85,M,18,4,94945,39,3.102564,1.2730997,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
86,F,1,10,54467,48,4.3125,0.8789803,4.0,<18,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
87,M,25,14,48360,59,2.8135593,1.8613545,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
88,F,45,1,02476,68,4.147059,1.0687516,4.0,35-45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
89,F,56,9,85749,21,3.2380953,1.70014,4.0,50+,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
90,M,56,13,85749,225,3.511111,0.86143106,4.0,50+,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
91,M,35,7,07650,44,4.7045455,0.5531956,2.0,25-35,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
92,F,18,4,44243,430,2.7581396,1.3334905,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
93,M,25,17,95825,220,2.9727273,1.2782629,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
94,M,25,17,28601,21,3.857143,0.85356396,3.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
95,M,45,0,98201,99,3.5959597,0.98890984,4.0,35-45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
96,F,25,16,78028,81,3.6049383,0.81668556,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
97,F,35,3,66210,154,4.474026,0.628288,3.0,25-35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
98,F,35,7,33547,20,3.8,1.1516578,4.0,25-35,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
99,F,1,10,19390,107,3.2149532,1.3530402,4.0,<18,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
100,M,35,17,95401,76,3.0263157,0.8636926,4.0,25-35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
101,F,18,3,33314,106,4.6792455,0.6101861,2.0,<18,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
102,M,35,19,20871,132,3.128788,1.5203722,4.0,25-35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
103,M,45,7,92104,115,4.052174,0.97191685,4.0,35-45,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
104,M,25,12,00926,46,3.347826,1.0794524,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
105,M,45,12,90277,61,4.295082,0.9008193,4.0,35-45,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
106,F,35,11,79101,47,4.0212765,0.76582897,3.0,25-35,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
107,M,45,18,63129,121,3.7438016,0.713313,3.0,35-45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
108,M,25,12,30316,37,3.1351352,1.2508255,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
109,M,45,15,92028,81,4.0,0.65192026,4.0,35-45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
110,M,25,2,90803,80,3.25,1.2065223,4.0,18-25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
111,M,35,15,55416,92,3.7282608,0.7718005,3.0,25-35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
112,M,25,16,97209,60,4.1833334,1.0655096,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
113,M,18,12,37032,68,3.5,1.2518643,4.0,<18,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
114,F,25,2,83712,98,3.6938775,0.978197,4.0,18-25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
115,M,25,17,28083,38,3.8421052,1.1034666,3.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
116,M,25,17,55744,86,3.8023255,0.9800332,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
117,M,25,17,33314,505,3.2990098,1.0689054,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
118,M,35,17,22315,224,3.767857,0.8521368,4.0,25-35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
119,F,1,10,77515,105,3.5428572,0.89902264,4.0,<18,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
120,M,25,11,27106,63,3.6190476,1.069045,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
121,M,35,7,75229,72,4.4166665,0.86805594,4.0,25-35,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
122,F,18,4,94305,57,2.9649122,1.2242332,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
123,M,35,9,67208,608,3.4013157,0.81388175,4.0,25-35,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
124,M,56,7,91356,23,4.173913,0.6503268,2.0,50+,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
125,M,45,14,01701,71,4.0985913,0.7588512,3.0,35-45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
126,M,18,9,98117,51,4.0,1.3416408,4.0,<18,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
127,F,45,3,01770,174,3.8448277,0.8761791,3.0,35-45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
128,M,56,6,37922,22,4.3636365,0.90213794,3.0,50+,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
129,M,25,11,20164,158,4.025316,0.888349,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
130,M,35,17,50021,135,4.311111,1.1555619,4.0,25-35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
131,M,18,4,06520,295,3.3966103,1.0857717,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
132,M,25,17,99709,89,3.9662921,1.0050943,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
133,F,25,0,55071,170,3.7705882,1.1358935,4.0,18-25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
134,M,25,0,66212,183,2.715847,1.3692544,4.0,18-25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
135,M,18,4,20006,70,3.6571429,1.4534887,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
136,M,18,2,21202,378,3.074074,1.3876357,4.0,<18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
137,F,45,6,78758,201,3.6119404,0.6845851,4.0,35-45,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
138,M,18,20,22203,65,4.4923077,0.7098212,3.0,<18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
139,F,25,20,45409,245,3.8816326,1.0549791,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
140,F,35,1,55107,55,3.8181818,1.1070633,4.0,25-35,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
141,M,35,13,62035,23,3.6956522,1.2945614,4.0,25-35,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
142,M,25,7,10011,47,3.3404255,1.0890082,4.0,18-25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
143,M,18,3,64043,68,3.5441177,1.1899307,4.0,<18,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
144,M,25,17,29401,32,3.46875,1.5236708,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
145,M,18,4,19081,39,3.0,1.2977713,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
146,F,35,20,10954,426,3.769953,1.0948601,4.0,25-35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
147,M,18,4,91360,187,3.5026739,0.9468359,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
148,M,50,17,57747,624,3.7339745,0.97795916,4.0,45-50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
149,M,25,1,29205,592,3.9408784,0.9316132,4.0,18-25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
150,M,35,7,98144,232,4.0215516,0.74697727,3.0,25-35,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
151,F,25,20,85013,471,3.6539278,1.019585,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
152,M,18,4,48104,24,4.125,1.0347233,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
153,M,1,10,51537,26,4.076923,1.2303846,4.0,<18,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
154,M,50,20,94530,44,3.090909,1.095831,4.0,45-50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
155,M,35,12,07470,96,2.96875,1.3646139,4.0,25-35,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
156,F,45,7,14519,148,4.2364864,0.7033591,4.0,35-45,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
157,M,35,16,12866,427,3.7189696,0.769544,3.0,25-35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
158,M,56,7,28754,22,4.0,0.9258201,3.0,50+,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
159,F,45,0,37922,36,3.7777777,0.8319035,3.0,35-45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
160,M,35,7,13021,20,3.5,0.7608859,3.0,25-35,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
161,M,45,16,98107-2117,297,4.47138,0.6877468,4.0,35-45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
162,F,18,4,93117,107,4.1214952,0.9586772,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
163,M,18,4,85013,514,2.1828794,1.0695223,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
164,F,56,13,94566,26,4.3846154,0.637302,2.0,50+,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
165,M,18,16,98502,110,3.9818182,0.86715627,4.0,<18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
166,M,18,4,92802,410,3.687805,0.9563058,4.0,<18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
167,F,25,11,10022,58,2.9310346,1.0900196,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
168,F,50,0,46970,26,3.8461537,1.2551433,4.0,45-50,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
169,M,25,7,55439,552,3.567029,1.002284,4.0,18-25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
170,M,25,11,07002,87,3.9885058,1.0943221,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
171,F,50,17,55441,24,4.0,0.6593805,2.0,45-50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
172,M,25,3,07661,23,3.6086957,0.7827185,3.0,18-25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
173,M,25,0,45237,561,3.9679143,0.9271909,4.0,18-25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
174,M,25,16,21203,97,3.6494846,1.0107881,4.0,18-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
175,F,25,2,95123,317,3.9810727,1.0730981,4.0,18-25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
176,F,18,3,55016,78,3.6153846,1.0473315,4.0,<18,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
177,M,50,1,54016,44,4.1136365,0.8948407,3.0,45-50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
178,M,56,17,53705,115,3.8434782,0.84387684,4.0,50+,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
